codepoint,character,name
2BAA,⮪,BLACK CURVED UPWARDS AND LEFTWARDS ARROW
2BAB,⮫,BLACK CURVED UPWARDS AND RIGHTWARDS ARROW
2BAC,⮬,BLACK CURVED LEFTWARDS AND UPWARDS ARROW
2BAD,⮭,BLACK CURVED RIGHTWARDS AND UPWARDS ARROW
2BAE,⮮,BLACK CURVED LEFTWARDS AND DOWNWARDS ARROW
2BAF,⮯,BLACK CURVED RIGHTWARDS AND DOWNWARDS ARROW
2BB0,⮰,RIBBON ARROW DOWN LEFT
2BB1,⮱,RIBBON ARROW DOWN RIGHT
2BB2,⮲,RIBBON ARROW UP LEFT
2BB3,⮳,RIBBON ARROW UP RIGHT
2BB4,⮴,RIBBON ARROW LEFT UP
2BB5,⮵,RIBBON ARROW RIGHT UP
2BB6,⮶,RIBBON ARROW LEFT DOWN
2BB7,⮷,RIBBON ARROW RIGHT DOWN
2BB8,⮸,UPWARDS WHITE ARROW FROM BAR WITH HORIZONTAL BAR
2BB9,⮹,UP ARROWHEAD IN A RECTANGLE BOX
2BEC,⯬,LEFTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS
2BED,⯭,UPWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS
2BEE,⯮,RIGHTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS
2BEF,⯯,DOWNWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS
1F800,🠀,LEFTWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD
1F801,🠁,UPWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD
1F802,🠂,RIGHTWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD
1F803,🠃,DOWNWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD
1F804,🠄,LEFTWARDS ARROW WITH MEDIUM TRIANGLE ARROWHEAD
1F805,🠅,UPWARDS ARROW WITH MEDIUM TRIANGLE ARROWHEAD
1F806,🠆,RIGHTWARDS ARROW WITH MEDIUM TRIANGLE ARROWHEAD
1F807,🠇,DOWNWARDS ARROW WITH MEDIUM TRIANGLE ARROWHEAD
1F808,🠈,LEFTWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F809,🠉,UPWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F80A,🠊,RIGHTWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F80B,🠋,DOWNWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F810,🠐,LEFTWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD
1F811,🠑,UPWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD
1F812,🠒,RIGHTWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD
1F813,🠓,DOWNWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD
1F814,🠔,LEFTWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F815,🠕,UPWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F816,🠖,RIGHTWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F817,🠗,DOWNWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F818,🠘,HEAVY LEFTWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F819,🠙,HEAVY UPWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F81A,🠚,HEAVY RIGHTWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F81B,🠛,HEAVY DOWNWARDS ARROW WITH EQUILATERAL ARROWHEAD
1F81C,🠜,HEAVY LEFTWARDS ARROW WITH LARGE EQUILATERAL ARROWHEAD
1F81D,🠝,HEAVY UPWARDS ARROW WITH LARGE EQUILATERAL ARROWHEAD
1F81E,🠞,HEAVY RIGHTWARDS ARROW WITH LARGE EQUILATERAL ARROWHEAD
1F81F,🠟,HEAVY DOWNWARDS ARROW WITH LARGE EQUILATERAL ARROWHEAD
1F820,🠠,LEFTWARDS TRIANGLE-HEADED ARROW WITH NARROW SHAFT
1F821,🠡,UPWARDS TRIANGLE-HEADED ARROW WITH NARROW SHAFT
1F822,🠢,RIGHTWARDS TRIANGLE-HEADED ARROW WITH NARROW SHAFT
1F823,🠣,DOWNWARDS TRIANGLE-HEADED ARROW WITH NARROW SHAFT
1F824,🠤,LEFTWARDS TRIANGLE-HEADED ARROW WITH MEDIUM SHAFT
1F825,🠥,UPWARDS TRIANGLE-HEADED ARROW WITH MEDIUM SHAFT
1F826,🠦,RIGHTWARDS TRIANGLE-HEADED ARROW WITH MEDIUM SHAFT
1F827,🠧,DOWNWARDS TRIANGLE-HEADED ARROW WITH MEDIUM SHAFT
1F828,🠨,LEFTWARDS TRIANGLE-HEADED ARROW WITH BOLD SHAFT
1F829,🠩,UPWARDS TRIANGLE-HEADED ARROW WITH BOLD SHAFT
1F82A,🠪,RIGHTWARDS TRIANGLE-HEADED ARROW WITH BOLD SHAFT
1F82B,🠫,DOWNWARDS TRIANGLE-HEADED ARROW WITH BOLD SHAFT
1F82C,🠬,LEFTWARDS TRIANGLE-HEADED ARROW WITH HEAVY SHAFT
1F82D,🠭,UPWARDS TRIANGLE-HEADED ARROW WITH HEAVY SHAFT
1F82E,🠮,RIGHTWARDS TRIANGLE-HEADED ARROW WITH HEAVY SHAFT
1F82F,🠯,DOWNWARDS TRIANGLE-HEADED ARROW WITH HEAVY SHAFT
1F830,🠰,LEFTWARDS TRIANGLE-HEADED ARROW WITH VERY HEAVY SHAFT
1F831,🠱,UPWARDS TRIANGLE-HEADED ARROW WITH VERY HEAVY SHAFT
1F832,🠲,RIGHTWARDS TRIANGLE-HEADED ARROW WITH VERY HEAVY SHAFT
1F833,🠳,DOWNWARDS TRIANGLE-HEADED ARROW WITH VERY HEAVY SHAFT
1F834,🠴,LEFTWARDS FINGER-POST ARROW
1F835,🠵,UPWARDS FINGER-POST ARROW
1F836,🠶,RIGHTWARDS FINGER-POST ARROW
1F837,🠷,DOWNWARDS FINGER-POST ARROW
1F838,🠸,LEFTWARDS SQUARED ARROW
1F839,🠹,UPWARDS SQUARED ARROW
1F83A,🠺,RIGHTWARDS SQUARED ARROW
1F83B,🠻,DOWNWARDS SQUARED ARROW
1F83C,🠼,LEFTWARDS COMPRESSED ARROW
1F83D,🠽,UPWARDS COMPRESSED ARROW
1F83E,🠾,RIGHTWARDS COMPRESSED ARROW
1F83F,🠿,DOWNWARDS COMPRESSED ARROW
1F840,🡀,LEFTWARDS HEAVY COMPRESSED ARROW
1F841,🡁,UPWARDS HEAVY COMPRESSED ARROW
1F842,🡂,RIGHTWARDS HEAVY COMPRESSED ARROW
1F843,🡃,DOWNWARDS HEAVY COMPRESSED ARROW
1F844,🡄,LEFTWARDS HEAVY ARROW
1F845,🡅,UPWARDS HEAVY ARROW
1F846,🡆,RIGHTWARDS HEAVY ARROW
1F847,🡇,DOWNWARDS HEAVY ARROW
1F850,🡐,LEFTWARDS SANS-SERIF ARROW
1F851,🡑,UPWARDS SANS-SERIF ARROW
1F852,🡒,RIGHTWARDS SANS-SERIF ARROW
1F853,🡓,DOWNWARDS SANS-SERIF ARROW
1F854,🡔,NORTH WEST SANS-SERIF ARROW
1F855,🡕,NORTH EAST SANS-SERIF ARROW
1F856,🡖,SOUTH EAST SANS-SERIF ARROW
1F857,🡗,SOUTH WEST SANS-SERIF ARROW
1F858,🡘,LEFT RIGHT SANS-SERIF ARROW
1F859,🡙,UP DOWN SANS-SERIF ARROW
1F860,🡠,WIDE-HEADED LEFTWARDS LIGHT BARB ARROW
1F861,🡡,WIDE-HEADED UPWARDS LIGHT BARB ARROW
1F862,🡢,WIDE-HEADED RIGHTWARDS LIGHT BARB ARROW
1F863,🡣,WIDE-HEADED DOWNWARDS LIGHT BARB ARROW
1F864,🡤,WIDE-HEADED NORTH WEST LIGHT BARB ARROW
1F865,🡥,WIDE-HEADED NORTH EAST LIGHT BARB ARROW
1F866,🡦,WIDE-HEADED SOUTH EAST LIGHT BARB ARROW
1F867,🡧,WIDE-HEADED SOUTH WEST LIGHT BARB ARROW
1F868,🡨,WIDE-HEADED LEFTWARDS BARB ARROW
1F869,🡩,WIDE-HEADED UPWARDS BARB ARROW
1F86A,🡪,WIDE-HEADED RIGHTWARDS BARB ARROW
1F86B,🡫,WIDE-HEADED DOWNWARDS BARB ARROW
1F86C,🡬,WIDE-HEADED NORTH WEST BARB ARROW
1F86D,🡭,WIDE-HEADED NORTH EAST BARB ARROW
1F86E,🡮,WIDE-HEADED SOUTH EAST BARB ARROW
1F86F,🡯,WIDE-HEADED SOUTH WEST BARB ARROW
1F870,🡰,WIDE-HEADED LEFTWARDS MEDIUM BARB ARROW
1F871,🡱,WIDE-HEADED UPWARDS MEDIUM BARB ARROW
1F872,🡲,WIDE-HEADED RIGHTWARDS MEDIUM BARB ARROW
1F873,🡳,WIDE-HEADED DOWNWARDS MEDIUM BARB ARROW
1F874,🡴,WIDE-HEADED NORTH WEST MEDIUM BARB ARROW
1F875,🡵,WIDE-HEADED NORTH EAST MEDIUM BARB ARROW
1F876,🡶,WIDE-HEADED SOUTH EAST MEDIUM BARB ARROW
1F877,🡷,WIDE-HEADED SOUTH WEST MEDIUM BARB ARROW
1F878,🡸,WIDE-HEADED LEFTWARDS HEAVY BARB ARROW
1F879,🡹,WIDE-HEADED UPWARDS HEAVY BARB ARROW
1F87A,🡺,WIDE-HEADED RIGHTWARDS HEAVY BARB ARROW
1F87B,🡻,WIDE-HEADED DOWNWARDS HEAVY BARB ARROW
1F87C,🡼,WIDE-HEADED NORTH WEST HEAVY BARB ARROW
1F87D,🡽,WIDE-HEADED NORTH EAST HEAVY BARB ARROW
1F87E,🡾,WIDE-HEADED SOUTH EAST HEAVY BARB ARROW
1F87F,🡿,WIDE-HEADED SOUTH WEST HEAVY BARB ARROW
1F880,🢀,WIDE-HEADED LEFTWARDS VERY HEAVY BARB ARROW
1F881,🢁,WIDE-HEADED UPWARDS VERY HEAVY BARB ARROW
1F882,🢂,WIDE-HEADED RIGHTWARDS VERY HEAVY BARB ARROW
1F883,🢃,WIDE-HEADED DOWNWARDS VERY HEAVY BARB ARROW
1F884,🢄,WIDE-HEADED NORTH WEST VERY HEAVY BARB ARROW
1F885,🢅,WIDE-HEADED NORTH EAST VERY HEAVY BARB ARROW
1F886,🢆,WIDE-HEADED SOUTH EAST VERY HEAVY BARB ARROW
1F887,🢇,WIDE-HEADED SOUTH WEST VERY HEAVY BARB ARROW
1F890,🢐,LEFTWARDS TRIANGLE ARROWHEAD
1F891,🢑,UPWARDS TRIANGLE ARROWHEAD
1F892,🢒,RIGHTWARDS TRIANGLE ARROWHEAD
1F893,🢓,DOWNWARDS TRIANGLE ARROWHEAD
1F894,🢔,LEFTWARDS WHITE ARROW WITHIN TRIANGLE ARROWHEAD
1F895,🢕,UPWARDS WHITE ARROW WITHIN TRIANGLE ARROWHEAD
1F896,🢖,RIGHTWARDS WHITE ARROW WITHIN TRIANGLE ARROWHEAD
1F897,🢗,DOWNWARDS WHITE ARROW WITHIN TRIANGLE ARROWHEAD
1F898,🢘,LEFTWARDS ARROW WITH NOTCHED TAIL
1F899,🢙,UPWARDS ARROW WITH NOTCHED TAIL
1F89A,🢚,RIGHTWARDS ARROW WITH NOTCHED TAIL
1F89B,🢛,DOWNWARDS ARROW WITH NOTCHED TAIL
1F89C,🢜,HEAVY ARROW SHAFT WIDTH ONE
1F89D,🢝,HEAVY ARROW SHAFT WIDTH TWO THIRDS
1F89E,🢞,HEAVY ARROW SHAFT WIDTH ONE HALF
1F89F,🢟,HEAVY ARROW SHAFT WIDTH ONE THIRD
1F8A0,🢠,LEFTWARDS BOTTOM-SHADED WHITE ARROW
1F8A1,🢡,RIGHTWARDS BOTTOM SHADED WHITE ARROW
1F8A2,🢢,LEFTWARDS TOP SHADED WHITE ARROW
1F8A3,🢣,RIGHTWARDS TOP SHADED WHITE ARROW
1F8A4,🢤,LEFTWARDS LEFT-SHADED WHITE ARROW
1F8A5,🢥,RIGHTWARDS RIGHT-SHADED WHITE ARROW
1F8A6,🢦,LEFTWARDS RIGHT-SHADED WHITE ARROW
1F8A7,🢧,RIGHTWARDS LEFT-SHADED WHITE ARROW
1F8A8,🢨,LEFTWARDS BACK-TILTED SHADOWED WHITE ARROW
1F8A9,🢩,RIGHTWARDS BACK-TILTED SHADOWED WHITE ARROW
1F8AA,🢪,LEFTWARDS FRONT-TILTED SHADOWED WHITE ARROW
1F8AB,🢫,RIGHTWARDS FRONT-TILTED SHADOWED WHITE ARROW
1F8AC,🢬,WHITE ARROW SHAFT WIDTH ONE
1F8AD,🢭,WHITE ARROW SHAFT WIDTH TWO THIRDS
1F8B0,🢰,ARROW POINTING UPWARDS THEN NORTH WEST
1F8B1,🢱,ARROW POINTING RIGHTWARDS THEN CURVING SOUTH WEST
1F8B2,🢲,RIGHTWARDS ARROW WITH LOWER HOOK
1F8B3,🢳,DOWNWARDS BLACK ARROW TO BAR
1F8B4,🢴,NEGATIVE SQUARED LEFTWARDS ARROW
1F8B5,🢵,NEGATIVE SQUARED UPWARDS ARROW
1F8B6,🢶,NEGATIVE SQUARED RIGHTWARDS ARROW
1F8B7,🢷,NEGATIVE SQUARED DOWNWARDS ARROW
1F8B8,🢸,NORTH WEST ARROW FROM BAR
1F8B9,🢹,NORTH EAST ARROW FROM BAR
1F8BA,🢺,SOUTH EAST ARROW FROM BAR
1F8BB,🢻,SOUTH WEST ARROW FROM BAR
1F8C0,🣀,LEFTWARDS ARROW FROM DOWNWARDS ARROW
1F8C1,🣁,RIGHTWARDS ARROW FROM DOWNWARDS ARROW
1FBB0,🮰,ARROWHEAD-SHAPED POINTER
1FBB4,🮴,INVERSE DOWNWARDS ARROW WITH TIP LEFTWARDS
1FBB5,🮵,LEFTWARDS ARROW AND UPPER AND LOWER ONE EIGHTH BLOCK
1FBB6,🮶,RIGHTWARDS ARROW AND UPPER AND LOWER ONE EIGHTH BLOCK
1FBB7,🮷,DOWNWARDS ARROW AND RIGHT ONE EIGHTH BLOCK
1FBB8,🮸,UPWARDS ARROW AND RIGHT ONE EIGHTH BLOCK
1FBCA,🯊,WHITE UP-POINTING CHEVRON
1FBCD,🯍,BLACK SMALL UP-POINTING CHEVRON
